Ticker,Continent,Currency,Exchange,Name,Type
MUT3.SG,Europe,EUR,STU,MINERAL UEBERK. VZ,Stock
USFC,America,USD,PNK,USA Synthetic Fuel Corporation,Stock
CBUMF,America,USD,PNK,China National Building Material Company Limited,Stock
OSTLY,America,USD,PNK,Arrium Limited,Stock
RVNC,America,USD,NGM,"Revance Therapeutics, Inc.",Stock
BLUE,America,USD,NMS,"bluebird bio, Inc.",Stock
NNGVF,America,USD,PNK,TESORO MINERALS CORP,Stock
LBSR,America,USD,PNK,Liberty Star Uranium & Metals Corp.,Stock
CLPI,America,USD,PNK,"Calpian, Inc.",Stock
GFNSL,America,USD,NGM,General Finance Corporation,Stock
HAW.DE,Europe,EUR,GER,Hawesko Holding AG,Stock
PCFO,America,USD,PNK,"Pacific Office Properties Trust, Inc.",Stock
BLUU,America,USD,OBB,"Blue Water Global Group, Inc.",Stock
KWEB,America,USD,NGM,KraneShares CSI China Internet ETF,Stock
GNBC,America,USD,NMS,"Green Bancorp, Inc.",Stock
2409.TW,Asia,TWD,TAI,AU OPTRONICS CORP TWD10,Stock
AMRE,America,USD,NYQ,"AmREIT, Inc.",Stock
RSG.AX,Asia,AUD,ASX,Resolute Mining Limited,Stock
NRKBF,America,USD,PNK,NKT Holding A/S,Stock
NCTY,America,USD,NMS,The9 Limited,Stock
QCCO,America,USD,NGM,"QC Holdings, Inc.",Stock
VPLM,America,USD,PNK,"VOIP PAL.com, Inc.",Stock
SEED,America,USD,NMS,Origin Agritech Limited,Stock
TORM,America,USD,NCM,TOR Minerals International Inc.,Stock
SCH.L,Europe,GBP,LSE,SAFECHAR INTR,Stock
DIS,America,USD,NYQ,The Walt Disney Company,Stock
FTMDF,America,USD,PNK,Fortune Minerals Ltd.,Stock
MMT.PA,Europe,EUR,PAR,M,Stock
CWCO,America,USD,NMS,Consolidated Water Co. Ltd.,Stock
MZOR,America,USD,NGM,Mazor Robotics Ltd.,Stock
TYFDL,America,USD,PNK,TYSON FOODS INC,Stock
AME.V,America,CAD,VAN,Abacus Mining & Exploration Corporation,Stock
AVK.TO,America,CAD,TOR,Avnel Gold Mining Ltd.,Stock
RBWNY,America,USD,PNK,Royal Boskalis Westminster NV,Stock
SOI.PA,Europe,EUR,PAR,Soitec S.A.,Stock
DIT,America,USD,ASE,AMCON Distributing Co.,Stock
ENT.TO,America,CAD,TOR,ENTREC Corporation,Stock
HRTX,America,USD,NCM,"Heron Therapeutics, Inc.",Stock
NFGRF,America,USD,PNK,BeijingWest Industries International Limited,Stock
IMTC,America,USD,PNK,Imogo Mobile Technologies Corp.,Stock
ISAT.JK,Asia,IDR,JKT,Indosat Tbk.,Stock
RIB.PA,Europe,EUR,PAR,Riber S.A.,Stock
CFFN,America,USD,NMS,"Capitol Federal Financial, Inc.",Stock
NEX.L,Europe,GBP,LSE,National Express Group plc,Stock
VAC,America,USD,NYQ,Marriott Vacations Worldwide Corp.,Stock
CFFI,America,USD,NMS,C&F; Financial Corp.,Stock
CMRE,America,USD,NYQ,Costamare Inc.,Stock
VAL,America,USD,NYQ,The Valspar Corporation,Stock
NIFETF.BO,Asia,INR,BSE,NIFETF,Stock
NEX.F,Europe,EUR,FRA,NIPPON EXPRESS,Stock
2018.HK,Asia,HKD,HKG,AAC Technologies Holdings Inc.,Stock
NYVH.MU,Europe,EUR,MUN,QUALITY HSES NVDR,Stock
CMRX,America,USD,NGM,"Chimerix, Inc.",Stock
VAR,America,USD,NYQ,"Varian Medical Systems, Inc.",Stock
WMEG,America,USD,PNK,"World Mortgage Exchange Group, Inc.",Stock
ROL.SW,Europe,CHF,EBS,VON ROLL HLDG,Stock
VSC.BE,Europe,EUR,BER,4SC,Stock
QUES,America,USD,PNK,"Amerigo Energy, Inc.",Stock
NXPRF,America,USD,PNK,Nexans  Soci,Stock
PETX,America,USD,NGM,"Aratana Therapeutics, Inc.",Stock
SKCO,America,USD,PNK,"The Sagemark Companies, Ltd.",Stock
2319.HK,Asia,HKD,HKG,China Mengniu Dairy Co. Ltd.,Stock
DSS,America,USD,ASE,"Document Security Systems, Inc.",Stock
DSU,America,USD,NYQ,"BlackRock Debt Strategies Fund, Inc.",Stock
DST,America,USD,NYQ,DST Systems Inc.,Stock
DSW,America,USD,NYQ,DSW Inc.,Stock
DSX,America,USD,NYQ,Diana Shipping Inc.,Stock
NUZE,America,USD,OBB,"Nuzee, Inc.",Stock
RTU-UN.TO,America,CAD,TOR,CDN RESOURCES UN,Stock
TWOU,America,USD,NMS,"2U, Inc.",Stock
SUMM.L,Europe,GBP,LSE,SUMMIT CORP,Stock
DSE,America,USD,NYQ,Duff & Phelps Select Energy MLP,Stock
YINGY,America,USD,PNK,Yingde Gases Group Co Ltd.,Stock
6197.TW,Asia,TWD,TAI,JESS-LINK PRODUCTS TWD10,Stock
NAV.V,America,CAD,VAN,Navasota Resources Inc.,Stock
601933.SS,Asia,CNY,SHH,YONGHUI SUPERSTORES CO LTD 'A'C,Stock
NU,America,USD,NYQ,Northeast Utilities,Stock
NS,America,USD,NYQ,NuStar Energy L.P.,Stock
NR,America,USD,NYQ,Newpark Resources Inc.,Stock
NQ,America,USD,NYQ,NQ Mobile Inc.,Stock
KGFHY,America,USD,PNK,Kingfisher plc,Stock
JSHG,America,USD,PNK,Joshua Gold Resources Inc.,Stock
SFTBF,America,USD,PNK,SoftBank Corp.,Stock
WNTR,America,USD,PNK,Worldwide Internet Inc.,Stock
FLML,America,USD,NGM,Flamel Technologies SA,Stock
MLFMM.PA,Europe,EUR,PAR,Compagnie Financi̬re Martin Maurel Soci̩t̩ Anonyme,Stock
MVC,America,USD,NYQ,"MVC Capital, Inc.",Stock
NE,America,USD,NYQ,Noble Corp.,Stock
PLXT,America,USD,NGM,PLX Technology Inc.,Stock
JIM.L,Europe,GBP,LSE,JARVIS SECURITIES,Stock
MVF,America,USD,ASE,"BlackRock MuniVest Fund, Inc.",Stock
WSO,America,USD,NYQ,Watsco Inc.,Stock
NM,America,USD,NYQ,Navios Maritime Holdings Inc.,Stock
WSM,America,USD,NYQ,Williams-Sonoma Inc.,Stock
MVO,America,USD,NYQ,MV Oil Trust,Stock
NJ,America,USD,NYQ,Nidec Corporation,Stock
WSH,America,USD,NYQ,Willis Group Holdings Public Limited Company,Stock
FAV,America,USD,NYQ,First Trust Dividend and Income,Stock
NELCO.BO,Asia,INR,BSE,Nelco Limited,Stock
FAX,America,USD,ASE,Aberdeen Asia-Pacific Income Fu,Stock
LAME4.SA,America,BRL,SAO,LOJAS AMERIC-PN  EJ,Stock
ALCLS.PA,Europe,EUR,PAR,Cellectis,Stock
600722.SS,Asia,CNY,SHH,HEBEI JINNIU CHEMI 'A'CNY1,Stock
FAF,America,USD,NYQ,First American Financial Corporation,Stock
NAN.V,America,CAD,VAN,North American Nickel Inc.,Stock
FAC,America,USD,NYQ,First Acceptance Corp.,Stock
K,America,USD,NYQ,Kellogg Company,Stock
FAM,America,USD,NYQ,First Trust/Aberdeen Global Opp,Stock
V3T.F,Europe,EUR,FRA,VERISANTE TECH,Stock
GSVC,America,USD,NCM,GSV Capital Corp.,Stock
CPOKY,America,USD,PNK,Charoen Pokphand Foods Public Co. Ltd.,Stock
BNS.MX,America,MXN,MEX,The Bank of Nova Scotia,Stock
ABC.AX,Asia,AUD,ASX,Adelaide Brighton Ltd.,Stock
BNS.MI,Europe,EUR,MIL,Beni Stabili SpA,Stock
UGD.V,America,CAD,VAN,Unigold Inc.,Stock
VHC.F,Europe,EUR,FRA,VIOHALCO,Stock
EMFN,America,USD,NGM,iShares MSCI Emerging Markets Financials,Stock
SGBK,America,USD,NMS,Stonegate Bank,Stock
IBGH,America,USD,PNK,"Innovative Beverage Group Holdings, Inc.",Stock
NSPR,America,USD,ASE,"InspireMD, Inc.",Stock
ALTI,America,USD,NCM,"Altair Nanotechnologies, Inc.",Stock
CSAP.JK,Asia,IDR,JKT,Catur Sentosa Adiprana Tbk.,Stock
UBP-PD,America,USD,NYQ,Urstadt Biddle Properties Inc. ,Stock
ALTV,America,USD,ASE,"Alteva, Inc.",Stock
ALTR,America,USD,NMS,Altera Corp.,Stock
SGBX,America,USD,PNK,"SG Blocks, Inc.",Stock
TKHGF,America,USD,PNK,TKH Group NV,Stock
BRSR5.SA,America,BRL,SAO,BANRISUL    -PNA EJ  N1,Stock
FTLF,America,USD,PNK,"FitLife Brands, Inc.",Stock
ALTX,America,USD,PNK,Altex Industries Inc.,Stock
VKPPF,America,USD,PNK,Vukile Property Fund Limited,Stock
BRG,America,USD,ASE,"Bluerock Residential Growth REIT, Inc.",Stock
TPOU.L,Europe,USD,LSE,Third Point Offshore Investors Limited,Stock
BRN,America,USD,ASE,"Barnwell Industries, Inc.",Stock
BRO,America,USD,NYQ,Brown & Brown Inc.,Stock
IMTEF,America,USD,PNK,Royal Imtech N.V.,Stock
BRT,America,USD,NYQ,BRT Realty Trust,Stock
NZH,America,USD,ASE,Nuveen California Dividend Advantage Municipal Fund 3,Stock
BRP,America,USD,NYQ,Brookfield Residential Properties Inc.,Stock
BRS,America,USD,NYQ,"Bristow Group, Inc.",Stock
PFBI,America,USD,NGM,Premier Financial Bancorp Inc.,Stock
UBLXF,America,USD,PNK,U-BLOX HLDG AG,Stock
BRX,America,USD,NYQ,Brixmor Property Group Inc.,Stock
OMCL,America,USD,NMS,"Omnicell, Inc.",Stock
VGLT,America,USD,NGM,Vanguard Long-Term Government Bond ETF,Stock
DMRC,America,USD,NMS,Digimarc Corporation,Stock
CKGT,America,USD,PNK,China Kangtai Cactus Bio-Tech Inc.,Stock
SKC.NZ,Asia,NZD,NZE,Sky City Entertainment Group Ltd.,Stock
MERU,America,USD,NGM,"Meru Networks, Inc.",Stock
NDA-DKK.CO,Europe,DKK,CPH,NORDEA BANK,Stock
FSNUY,America,USD,PNK,Fresenius SE & Co KGaA,Stock
NCLTF,America,USD,PNK,Nitori Holdings Co.Ltd.,Stock
XYL,America,USD,NYQ,Xylem Inc.,Stock
CLX,America,USD,NYQ,The Clorox Company,Stock
TRUHY,America,USD,PNK,Truly International Holdings Ltd.,Stock
CLV,America,USD,NYQ,Cliffs Natural Resources Inc.,Stock
NYT.MU,Europe,EUR,MUN,NEW YORK TIMES -A-,Stock
WLF.V,America,CAD,VAN,Wolfden Resources Corporation,Stock
CLS,America,USD,NYQ,Celestica Inc.,Stock
GOMO,America,USD,NGM,Sungy Mobile Limited,Stock
KOPN,America,USD,NMS,Kopin Corporation,Stock
UEC,America,USD,ASE,Uranium Energy Corp.,Stock
CLM,America,USD,ASE,Cornerstone Strategic Value Fund Inc.,Stock
CLI,America,USD,NYQ,Mack-Cali Realty Corp.,Stock
CLH,America,USD,NYQ,"Clean Harbors, Inc.",Stock
CLF,America,USD,NYQ,Cliffs Natural Resources Inc.,Stock
CLD,America,USD,NYQ,Cloud Peak Energy Inc.,Stock
CLC,America,USD,NYQ,CLARCOR Inc.,Stock
CLB,America,USD,NYQ,Core Laboratories NV,Stock
DOMK,America,USD,PNK,"DoMark International, Inc.",Stock
BVIC.L,Europe,GBP,LSE,Britvic Plc,Stock
RUIS.JK,Asia,IDR,JKT,Radiant Utama Interinsco Tbk.,Stock
NJCB,America,USD,PNK,New Jersey Community Bank,Stock
2330.TW,Asia,TWD,TAI,TAIWAN SEMICON MAN TWD10,Stock
DUC,America,USD,NYQ,Duff & Phelps Utility & Corporate Bond Trust Inc.,Stock
TVE,America,USD,NYQ,Tennessee Valley Authority,Stock
BPAN4.SA,America,BRL,SAO,Banco Panamericano S.A.,Stock
SGMS,America,USD,NMS,Scientific Games Corporation,Stock
ONCY,America,USD,NCM,Oncolytics Biotech Inc.,Stock
ETCC,America,USD,PNK,Environmental Tectonics Corporation,Stock
TGB,America,USD,ASE,Taseko Mines Ltd.,Stock
COTY,America,USD,NYQ,Coty Inc.,Stock
ONCS,America,USD,PNK,OncoSec Medical Incorporated,Stock
NEE-PO,America,USD,NYQ,"NextEra Energy, Inc. Units Expi",Stock
600887.SS,Asia,CNY,SHH,I/MONGOLIA YILI IN 'A'CNY1,Stock
MPIX,America,USD,PNK,Mindpix Corp.,Stock
601113.SS,Asia,CNY,SHH,YIWU HUADING NYLON CO LTD 'A'CN,Stock
ORA.TO,America,CAD,TOR,Aura Minerals Inc.,Stock
ABCB,America,USD,NMS,Ameris Bancorp,Stock
DLPX,America,USD,PNK,Delphax Technologies Inc.,Stock
OPLK,America,USD,NMS,"Oplink Communications, Inc.",Stock
PTBRY,America,USD,PNK,PT Bank Negara Indonesia (Persero) Tbk.,Stock
CRWS,America,USD,NCM,"Crown Crafts, Inc.",Stock
ABCO,America,USD,NMS,The Advisory Board Company,Stock
AEOJF,America,USD,PNK,"AEON Financial Service Co., Ltd.",Stock
DLPM,America,USD,OBB,"Development Capital Group, Inc.",Stock
CRWN,America,USD,NMS,Crown Media Holdings Inc.,Stock
NMREF,America,USD,PNK,Namibia Rare Earths Inc.,Stock
PMBS,America,USD,PNK,Puramed Bioscience Inc,Stock
JBR.V,America,CAD,VAN,JAMES BAY RESOURCES LIMITED,Stock
SBNY,America,USD,NMS,Signature Bank,Stock
FNP.AX,Asia,AUD,ASX,Freedom Foods Group Limited,Stock
BBSI,America,USD,NMS,Barrett Business Services Inc.,Stock
KFFB,America,USD,NGM,Kentucky First Federal Bancorp,Stock
COT.V,America,CAD,VAN,Critical Outcome Technologies Inc.,Stock
OGE,America,USD,NYQ,OGE Energy Corp.,Stock
HR2O.L,Europe,GBP,LSE,Hazel Renewable Energy VCT 2 Ord,Stock
VRXR.AX,Asia,AUD,ASX,VENTNORRES RTS 19MAR,Stock
AYR,America,USD,NYQ,Aircastle LTD,Stock
AFOP,America,USD,NGM,Alliance Fiber Optic Products Inc.,Stock
1899.HK,Asia,HKD,HKG,Xingda International Holdings Ltd.,Stock
RAPT,America,USD,PNK,"Raptor Technology Group, Inc.",Stock
FTEK,America,USD,NMS,"Fuel-Tech, Inc.",Stock
YNXG,America,USD,PNK,YANEX GROUP INC,Stock
2008.HK,Asia,HKD,HKG,Phoenix Satellite Television Holdings Ltd.,Stock
AYI,America,USD,NYQ,"Acuity Brands, Inc.",Stock
AYN,America,USD,NYQ,Alliance New York Municipal Inc,Stock
BLD.AX,Asia,AUD,ASX,Boral Limited,Stock
HOKCF,America,USD,PNK,The Hong Kong and China Gas Company Limited,Stock
VTEPF,America,USD,PNK,The Vitec Group plc,Stock
SQP.TO,America,CAD,TOR,Strongco Corporation,Stock
WATT,America,USD,NCM,Energous Corporation,Stock
YGRAF,America,USD,PNK,Yangarra Resources Ltd.,Stock
2038.HK,Asia,HKD,HKG,FIH Mobile Limited,Stock
WTAN.L,Europe,GBP,LSE,Witan Ord,Stock
WATG,America,USD,PNK,WONDER AUTO TECH INC,Stock
GLAD,America,USD,NMS,Gladstone Capital Corporation,Stock
BBSE3.SA,America,BRL,SAO,BB Seguridade Participa,Stock
SPWR,America,USD,NMS,SunPower Corporation,Stock
SLIGR.AS,Europe,EUR,AMS,SLIGRO FOOD GROUP,Stock
DAI.DE,Europe,EUR,GER,Daimler AG,Stock
NTES,America,USD,NMS,"NetEase, Inc.",Stock
PGF.TO,America,CAD,TOR,Pengrowth Energy Corporation,Stock
NTEK,America,USD,PNK,"NanoTech Entertainment, Inc.",Stock
VWS.CO,Europe,DKK,CPH,VESTAS WIND SYSTEMS,Stock
0751.HK,Asia,HKD,HKG,Skyworth Digital Holdings Ltd.,Stock
TRD.L,Europe,GBP,LSE,Triad Group plc,Stock
UCU.V,America,CAD,VAN,Ucore Rare Metals Inc.,Stock
NVR,America,USD,NYQ,"NVR, Inc.",Stock
NVS,America,USD,NYQ,Novartis AG,Stock
NWGC,America,USD,PNK,New World Gold Corp.,Stock
NVX,America,USD,ASE,Nuveen California Dividend Advantage Municipal Fund 2,Stock
SQQQ,America,USD,NGM,ProShares UltraPro Short QQQ,Stock
NVG,America,USD,ASE,Nuveen Dividend Advantage Munic,Stock
TRY.AX,Asia,AUD,ASX,Troy Resources Limited,Stock
RFP,America,USD,NYQ,Resolute Forest Products Inc.,Stock
MITT,America,USD,NYQ,"AG Mortgage Investment Trust, Inc.",Stock
NVO,America,USD,NYQ,Novo Nordisk A/S,Stock
BASI,America,USD,NCM,Bioanalytical Systems Inc.,Stock
TNYFF,America,USD,PNK,TIANYI FRUIT HOLDING,Stock
NPI.MI,Europe,EUR,MIL,Notorious Pictures S.p.A.,Stock
EPS.TO,America,CAD,TOR,Epsilon Energy Ltd. (Canada),Stock
18794719.F,Europe,USD,FRA,GECC NCPP-A,Stock
ELPL3.SA,America,BRL,SAO,ELETROPAULO -ON      N2,Stock
BBL.AX,Asia,AUD,ASX,Brisbane Broncos Limited,Stock
JBSS,America,USD,NMS,John B Sanfilippo & Son Inc.,Stock
DNQ.DE,Europe,EUR,GER,Statoil ASA,Stock
ZOO.L,Europe,GBP,LSE,ZOO DIGITAL GROUP,Stock
AQE.V,America,CAD,VAN,Aqua Pure Ventures Inc.,Stock
CLV.V,America,CAD,VAN,Canoe Mining Ventures Corp.,Stock
PRK,America,USD,ASE,Park National Corp.,Stock
PRH,America,USD,NYQ,"Prudential Financial, Inc.",Stock
PRL.BE,Europe,EUR,BER,RALPH LAUREN-A,Stock
TSSI,America,USD,PNK,"TSS, Inc.",Stock
ZIXI,America,USD,NMS,Zix Corporation,Stock
EGLE,America,USD,NMS,"Eagle Bulk Shipping, Inc.",Stock
ARP.L,Europe,GBP,LSE,ASHCOURT ROWAN,Stock
BMTL,America,USD,PNK,"BioMedical Technology Solutions Holdings, Inc.",Stock
ABCIL.BO,Asia,INR,BSE,Aditya Birla Chemicals (India) Limited,Stock
PRU,America,USD,NYQ,"Prudential Financial, Inc.",Stock
EGLT,America,USD,NGM,Egalet Corporation,Stock
AMKR,America,USD,NMS,"Amkor Technology, Inc.",Stock
AZZ.AX,Asia,AUD,ASX,Antares Energy Ltd.,Stock
MAX.TO,America,CAD,TOR,Midas Gold Corp.,Stock
VBSN.SW,Europe,CHF,EBS,IVF HARTMANN HLDG N,Stock
CECO2.BA,America,ARS,BUE,Endesa Costanera SA,Stock
BPO.TO,America,CAD,TOR,Brookfield Office Properties Inc.,Stock
USATP,America,USD,NGM,"USA Technologies, Inc.",Stock
3322.TWO,Asia,TWD,TWO,JOINSOON ELECTROIN TWD10,Stock
TWIN,America,USD,NMS,"Twin Disc, Incorporated",Stock
USATZ,America,USD,NGM,"USA Technologies, Inc.",Stock
TTTXF,America,USD,PNK,Trinity Limited,Stock
NPK,America,USD,NYQ,National Presto Industries Inc.,Stock
CAMT,America,USD,NGM,Camtek Ltd.,Stock
IVFH,America,USD,PNK,"Innovative Food Holdings, Inc.",Stock
VPWI,America,USD,PNK,Viper Powersports Inc.,Stock
UMCO,America,USD,PNK,"Umairco, Inc.",Stock
WEFP,America,USD,PNK,Wells Financial Corp.,Stock
CAME,America,USD,OBB,Chinamerica Andy Movie Entertainment Media Co.,Stock
MENT,America,USD,NMS,Mentor Graphics Corp.,Stock
KAKKF,America,USD,PNK,KAWASAKI KISEN KAISH,Stock
BNP.PA,Europe,EUR,PAR,BNP Paribas SA,Stock
CAMH,America,USD,PNK,Cambridge Heart Inc.,Stock
UNIGD,America,USD,PNK,Red Oak Mining Corp.,Stock
UNIGF,America,USD,PNK,Red Oak Mining Corp.,Stock
UBSN.VX,Europe,CHF,VTX,UBS N,Stock
FSFR,America,USD,NMS,Fifth Street Senior Floating Rate Corp.,Stock
FNBG,America,USD,PNK,FNB Bancorp,Stock
UBNK,America,USD,NMS,"United Financial Bancorp, Inc.",Stock
UBNT,America,USD,NMS,"Ubiquiti Networks, Inc.",Stock
FSFG,America,USD,NCM,"First Savings Financial Group, Inc.",Stock
2727.TW,Asia,TWD,TAI,WOWPRIME CORP TWD10,Stock
PAMP.BA,America,ARS,BUE,Pampa Energia SA,Stock
INE.TO,America,CAD,TOR,Innergex Renewable Energy Inc.,Stock
CSGN.VX,Europe,CHF,VTX,CS GROUP N,Stock
NGRC,America,USD,PNK,National Graphite Corp.,Stock
WRG.TO,America,CAD,TOR,Western Energy Services Corp.,Stock
PHM.V,America,CAD,VAN,Patient Home Monitoring Corp.,Stock
INSY,America,USD,NGM,"INSYS Therapeutics, Inc.",Stock
INSV,America,USD,PNK,InSite Vision Incorporated,Stock
KBALB,America,USD,NMS,"Kimball International, Inc.",Stock
LPTH,America,USD,NCM,"LightPath Technologies, Inc.",Stock
DWI.TO,America,CAD,TOR,DragonWave Inc.,Stock
XIN,America,USD,NYQ,"Xinyuan Real Estate Co., Ltd.",Stock
PBSK,America,USD,NCM,"Poage Bankshares, Inc.",Stock
ASRCF,America,USD,PNK,Asher Resources Corporation,Stock
NIBA,America,USD,PNK,NI Bancshares Corp.,Stock
CA,America,USD,NMS,"CA Technologies, Inc.",Stock
CB,America,USD,NYQ,The Chubb Corporation,Stock
KHNGF,America,USD,PNK,Kuehne + Nagel International AG,Stock
CE,America,USD,NYQ,Celanese Corporation,Stock
CF,America,USD,NYQ,"CF Industries Holdings, Inc.",Stock
CG,America,USD,NMS,The Carlyle Group LP,Stock
CH,America,USD,ASE,"Aberdeen Chile Fund, Inc. (The)",Stock
CI,America,USD,NYQ,Cigna Corp.,Stock
UTSI,America,USD,NMS,UTStarcom Holdings Corp.,Stock
CM,America,USD,NYQ,Canadian Imperial Bank of Commerce,Stock
CO,America,USD,NYQ,China Cord Blood Corporation,Stock
CP,America,USD,NYQ,Canadian Pacific Railway Limited,Stock
CR,America,USD,NYQ,Crane Co.,Stock
CS,America,USD,NYQ,Credit Suisse Group AG,Stock
BBNK,America,USD,NMS,Bridge Capital Holdings,Stock
CW,America,USD,NYQ,Curtiss-Wright Corporation,Stock
CX,America,USD,NYQ,"CEMEX, S.A.B. de C.V.",Stock
CY,America,USD,NMS,Cypress Semiconductor Corporation,Stock
LISN.SW,Europe,CHF,EBS,LINDT & SPRUENGLI N,Stock
GETG,America,USD,PNK,"Green Earth Technologies, Inc.",Stock
LGC.TO,America,CAD,TOR,Luna Gold Corp.,Stock
MTRN,America,USD,NYQ,Materion Corporation,Stock
LCM,America,USD,NYQ,Advent/Claymore Enhanced Growth,Stock
CIHN,America,USD,PNK,Caribbean International Holdings Inc.,Stock
SSR.V,America,CAD,VAN,"Silver Shield Resources, Inc.",Stock
DSCR,America,USD,PNK,Discovery Minerals Ltd.,Stock
TRUU,America,USD,PNK,"True Drinks Holdings, Inc.",Stock
MTRX,America,USD,NMS,Matrix Service Company,Stock
LLPG.L,Europe,GBP,LSE,6.3673 LLOYDS NCP,Stock
JOSB,America,USD,NMS,Jos. A Bank Clothiers Inc.,Stock
WHG,America,USD,NYQ,Westwood Holdings Group Inc.,Stock
WHF,America,USD,NMS,"WhiteHorse Finance, Inc.",Stock
MKC,America,USD,NYQ,"McCormick & Company, Incorporated",Stock
MLEXX.PA,Europe,EUR,PAR,Soci,Stock
SMTPC.PA,Europe,EUR,PAR,Soci,Stock
XTD-PA.TO,America,CAD,TOR,"TDB SPLIT CORP., PRIORITY EQUIT",Stock
MKL,America,USD,NYQ,Markel Corp.,Stock
DCUC,America,USD,NYQ,"Dominion Resources, Inc. VA New",Stock
DCUB,America,USD,NYQ,"Dominion Resources, Inc.",Stock
DCUA,America,USD,NYQ,"Dominion Resources, Inc.",Stock
HFBL,America,USD,NCM,"Home Federal Bancorp, Inc. of Louisiana",Stock
HFBC,America,USD,NGM,HopFed Bancorp Inc.,Stock
WHZ,America,USD,NYQ,Whiting USA Trust II,Stock
TL0.DE,Europe,EUR,GER,"Tesla Motors, Inc.",Stock
WHX,America,USD,NYQ,Whiting USA Trust I,Stock
METR,America,USD,NMS,"Metro Bancorp, Inc.",Stock
NCHEF,America,USD,PNK,Nichirei Corp.,Stock
GMBL,America,USD,PNK,"VGambling, Inc.",Stock
AGDY,America,USD,PNK,"Agri Dynamics, Inc.",Stock
JE9N.F,Europe,EUR,FRA,ARIANNE PHOSPHATE,Stock
COVR,America,USD,ASE,Cover-All Technologies Inc.,Stock
FXLG,America,USD,PNK,FS Bancorp,Stock
FOX,America,USD,NMS,"Twenty-First Century Fox, Inc.",Stock
NRR.AX,Asia,AUD,ASX,Naracoota Resources Limited,Stock
WHLRP,America,USD,NCM,"Wheeler Real Estate Investment Trust, Inc.",Stock
NRGSP,America,USD,PNK,NARRAGANSETT ELEC 4.,Stock
NOVOPANIND-BE.NS,Asia,INR,NSI,NOVOPAN INDUSTRIES LTD,Stock
LMCA,America,USD,NMS,Liberty Media Corporation,Stock
APG.AX,Asia,AUD,ASX,Austpac Resources NL,Stock
TV.TO,America,CAD,TOR,Trevali Mining Corporation,Stock
CATYW,America,USD,NMS,Cathay General Bancorp,Stock
NWID,America,USD,PNK,"New Windsor Bancorp, Inc.",Stock
TUBE,America,USD,NMS,"TubeMogul, Inc.",Stock
DFRG,America,USD,NMS,"Del Frisco's Restaurant Group, Inc.",Stock
NWIN,America,USD,OBB,Northwest Indiana Bancorp,Stock
PRSC,America,USD,NMS,Providence Service Corp.,Stock
MCRZF,America,USD,PNK,Mincor Resources NL,Stock
ITEN,America,USD,PNK,"CodeSmart Holdings, Inc.",Stock
MIMZF,America,USD,PNK,Nighthawk Gold Corp.,Stock
VALIF,America,USD,PNK,VALIANT HOLDING BERN,Stock
SRPTW,America,USD,PNK,SAREPTA THERAPEUTICS,Stock
GIFI,America,USD,NMS,Gulf Island Fabrication Inc.,Stock
JMI,America,USD,NYQ,JAVELIN Mortgage Investment Corp.,Stock
JMF,America,USD,NYQ,Nuveen Energy MLP Total Return ,Stock
VVTV,America,USD,NMS,ValueVision Media Inc.,Stock
MLYCF,America,USD,PNK,American Cumo Mining Corporation,Stock
CENT.JK,Asia,IDR,JKT,CENTRATAMA TELEKOM,Stock
GHY,America,USD,NYQ,Prudential Global Short Duratio,Stock
KYE,America,USD,NYQ,Kayne Anderson Total Energy Ret,Stock
MBFJF,America,USD,PNK,"Mitsubishi UFJ Financial Group, Inc.",Stock
ALU.PA,Europe,EUR,PAR,Alcatel-Lucent,Stock
GHM,America,USD,NYQ,Graham Corporation,Stock
GHL,America,USD,NYQ,"Greenhill & Co., Inc.",Stock
GHI,America,USD,NYQ,"Global High Income Fund, Inc. C",Stock
TI-A,America,USD,NYQ,Telecom Italia S.p.A.,Stock
GBLB.BR,Europe,EUR,BRU,Groupe Bruxelles Lambert,Stock
UPS,America,USD,NYQ,"United Parcel Service, Inc.",Stock
UNDVL,America,USD,PNK,UNITED DEVELOPMENT,Stock
ENVS.L,Europe,GBP,LSE,ENOVA-2007 REG-S,Stock
ATRCF,America,USD,PNK,Atrum Coal NL,Stock
CLVS,America,USD,NMS,"Clovis Oncology, Inc.",Stock
PTV.V,America,CAD,VAN,Petro Vista Energy Corp.,Stock
RNIN,America,USD,PNK,Wireless Ronin Technologies Inc.,Stock
NWN.F,Europe,EUR,FRA,VANADIUM RES,Stock
ZBK,America,USD,NYQ,Zions Bancorporation,Stock
KMD.NZ,Asia,NZD,NZE,Kathmandu Holdings Limited,Stock
QLTY,America,USD,NGM,Quality Distribution Inc.,Stock
NWN.V,America,CAD,VAN,NWest Energy Corp.,Stock
FOE,America,USD,NYQ,Ferro Corporation,Stock
SIE.DE,Europe,EUR,GER,Siemens Aktiengesellschaft,Stock
QLTI,America,USD,NMS,QLT Inc.,Stock
NEFT,America,USD,OBB,"Panther Biotechnology, Inc.",Stock
3576.TW,Asia,TWD,TAI,NEO SOLAR POWER CO TWD10,Stock
TPK.L,Europe,GBP,LSE,Travis Perkins plc,Stock
TSOCF,America,USD,PNK,TAISEI ONCHO CO LTD,Stock
LTS.TO,America,CAD,TOR,Lightstream Resources Ltd.,Stock
SBRY.L,Europe,GBP,LSE,J. Sainsbury plc,Stock
